,County,State,Population
2575,Bailey,Texas,7000
2576,Bandera,Texas,23112
2577,Bastrop,Texas,88723
2578,Baylor County,Texas,3509
2579,Bee,Texas,32565
2580,Bell County,Texas,362924
2581,Bexar,Texas,2003554
2582,Blanco,Texas,11931
2583,Borden County,Texas,654
2584,Bosque,Texas,18685
2585,Bowie,Texas,93245
2586,Brazoria,Texas,374264
2587,Brazos,Texas,229211
2588,Brewster,Texas,9203
2589,Briscoe,Texas,1546
2590,Rooks,Texas,7093
2591,Brown,Texas,37864
2592,Burleson,Texas,18443
2593,Burnet,Texas,48155
2594,Caldwell,Texas,43664
2595,Calhoun,Texas,21290
2596,Callahan,Texas,13943
2597,Cameron County,Texas,423163
2598,Camp,Texas,13094
2599,Carson,Texas,5926
2600,Cass,Texas,30026
2601,Castro,Texas,7530
2602,Chambers,Texas,43837
2603,Cherokee,Texas,52646
2604,Childress,Texas,7306
2605,Clay County,Texas,10471
2606,Cochran,Texas,2853
2607,Coke,Texas,3387
2608,Coleman,Texas,8175
2609,Collin,Texas,1034730
2610,Collingsworth,Texas,2920
2611,Colorado County,Texas,21493
2612,Comal,Texas,156209
2613,Comanche,Texas,13635
2614,Concho,Texas,2726
2615,Cook,Texas,41257
2616,Coryell,Texas,75951
2617,Cottle,Texas,1398
2618,Crane,Texas,4797
2619,Crockett,Texas,3464
2620,Crosby,Texas,5737
2621,Culberson County,Texas,2171
2622,Dallam,Texas,7287
2623,Dallas,Texas,2635516
2624,Dawson,Texas,12728
2625,Deaf Smith,Texas,18546
2626,Delta,Texas,5331
2627,Denton,Texas,887207
2628,DeWitt,Texas,20160
2629,Dickens,Texas,2211
2630,Dimmit,Texas,10124
2631,Donley,Texas,3278
2632,Duval,Texas,11157
2633,Eastland,Texas,18360
2634,Ector,Texas,166223
2635,Edwards,Texas,1932
2636,Ellis,Texas,184826
2637,El Paso,Texas,839238
2638,Erath,Texas,42698
2639,Falls,Texas,17297
2640,Fannin,Texas,35514
2641,Fayette,Texas,25346
2642,Fisher,Texas,3830
2643,Floyd,Texas,5712
2644,Foard County,Texas,1155
2645,Fort Bend,Texas,811688
2646,Franklin,Texas,10725
2647,Freestone,Texas,19717
2648,Frio,Texas,20306
2649,Gaines,Texas,21492
2650,Galveston,Texas,342139
2651,Garza,Texas,6229
2652,Gillespie,Texas,26988
2653,Glasscock,Texas,1409
2654,Goliad,Texas,7658
2655,Gonzales,Texas,20837
2656,Ray,Texas,21886
2657,Grayson,Texas,136212
2658,Gregg,Texas,123945
2659,Grimes,Texas,28880
2660,Guadalupe,Texas,166847
2661,Hale,Texas,33406
2662,Hall County,Texas,2964
2663,Hamilton,Texas,8461
2664,Hansford,Texas,5399
2665,Hardeman,Texas,3933
2666,Hardin County,Texas,57602
2667,Harris County,Texas,4713325
2668,Harrison,Texas,66553
2669,Hartley,Texas,5576
2670,Haskell,Texas,5658
2671,Hays,Texas,230191
2672,Hemphill,Texas,3819
2673,Henderson,Texas,82737
2674,Hidalgo,Texas,868707
2675,Hill County,Texas,36649
2676,Hockley,Texas,23021
2677,Hood,Texas,61643
2678,Hopkins,Texas,37084
2679,Houston,Texas,22968
2680,Ward,Texas,36664
2681,Hudspeth County,Texas,4886
2682,Hunt County,Texas,98594
2683,Hutchinson,Texas,20938
2684,Irion County,Texas,1536
2685,Jack County,Texas,8935
2686,Jack,Texas,14760
2687,Jasper,Texas,35529
2688,Jeff Davis,Texas,2274
2689,Jefferson,Texas,251565
2690,Jim Hogg,Texas,5200
2691,Jim Wells,Texas,40482
2692,Johnson,Texas,175817
2693,Jones,Texas,20083
2694,Karnes,Texas,15601
2695,Kaufman,Texas,136154
2696,Kendall,Texas,47431
2697,Kenedy County,Texas,404
2698,Kent County,Texas,762
2699,Kerr,Texas,52600
2700,Kimble,Texas,4337
2701,King County,Texas,272
2702,Kinney County,Texas,3667
2703,Kleberg,Texas,30680
2704,Knox,Texas,3664
2705,Lamar,Texas,49859
2706,Lamb,Texas,12893
2707,Lampasas,Texas,21428
2708,La Salle,Texas,7520
2709,Lavaca,Texas,20154
2710,Lee,Texas,17239
2711,Leon,Texas,17404
2712,Liberty,Texas,88219
2713,Limestone,Texas,23437
2714,Lipscomb,Texas,3233
2715,Live Oak,Texas,12207
2716,Llano,Texas,21795
2717,Loving County,Texas,169
2718,Lubbock,Texas,310569
2719,Lynn County,Texas,5951
2720,McCulloch,Texas,7984
2721,McLennan,Texas,256623
2722,McMullen County,Texas,743
2723,Madison County,Texas,14284
2724,Marion,Texas,9854
2725,Martin County,Texas,5771
2726,Mason,Texas,4274
2727,Matagorda,Texas,36643
2728,Maverick,Texas,58722
2729,Medina,Texas,51584
2730,Menard,Texas,2138
2731,Midland,Texas,176832
2732,Milam,Texas,24823
2733,Mills County,Texas,4873
2734,Mitchell,Texas,8545
2735,Montague,Texas,19818
2736,Montgomery,Texas,607391
2737,Moore,Texas,20940
2738,Morris County,Texas,12388
2739,Motley,Texas,1200
2740,Nacogdoches,Texas,65204
2741,Navarro,Texas,50113
2742,Newton,Texas,13595
2743,Nolan,Texas,14714
2744,Nueces,Texas,362294
2745,Ochiltree,Texas,9836
2746,Oldham,Texas,2112
2747,Orange County,Texas,83396
2748,Palo Pinto,Texas,29189
2749,Panola,Texas,23194
2750,Parke,Texas,142878
2751,Parmer,Texas,9605
2752,Pecos,Texas,15823
2753,Polk,Texas,51353
2754,Potter,Texas,117415
2755,Presidio County,Texas,6704
2756,Rains,Texas,12514
2757,Randall,Texas,137713
2758,Reagan County,Texas,3849
2759,Real County,Texas,3452
2760,Red River,Texas,12023
2761,Reeves,Texas,15976
2762,Refugio,Texas,6948
2763,Roberts County,Texas,854
2764,Roberts,Texas,17074
2765,Rockwall,Texas,104915
2766,Runnels,Texas,10264
2767,Rusk,Texas,54406
2768,Sabine,Texas,10542
2769,San Augustine,Texas,8237
2770,San Jacinto,Texas,28859
2771,San Patricio,Texas,66730
2772,San Saba County,Texas,6055
2773,Schleicher County,Texas,2793
2774,Scurry,Texas,16703
2775,Shackelford,Texas,3265
2776,Shelby,Texas,25274
2777,Sherman,Texas,3022
2778,Smith,Texas,232751
2779,Somervell County,Texas,9128
2780,Starr,Texas,64633
2781,Stephens,Texas,9366
2782,Sterling County,Texas,1291
2783,Stonewall County,Texas,1350
2784,Sutton County,Texas,3776
2785,Swisher,Texas,7397
2786,Tarrant,Texas,2102515
2787,Taylor,Texas,138034
2788,Terrell,Texas,776
2789,Terry,Texas,12337
2790,Morton,Texas,1501
2791,Titus,Texas,32750
2792,Tom Green,Texas,119200
2793,Travis,Texas,1273954
2794,Trinity,Texas,14651
2795,Tyler,Texas,21672
2796,Upshur,Texas,41753
2797,Upton County,Texas,3657
2798,Uvalde,Texas,26741
2799,Val Verde,Texas,49025
2800,Van Zandt,Texas,56590
2801,Victoria,Texas,92084
2802,Walker,Texas,72971
2803,Waller,Texas,55246
2804,Ward County,Texas,11998
2805,Washington County,Texas,35882
2806,Webb,Texas,276652
2807,Wharton,Texas,41556
2808,Wheeler,Texas,5056
2809,Wichita,Texas,132230
2810,Wilbarger,Texas,12769
2811,Willacy,Texas,21358
2812,Williamson,Texas,590551
2813,Wilson,Texas,51070
2814,Winkler,Texas,8010
2815,Wise,Texas,69984
2816,Wood County,Texas,45539
2817,Yoakum,Texas,8713
2818,Young,Texas,18010
2819,Zapata,Texas,14179
2820,Zavala,Texas,11840
2821,Utah,Utah,3205958
2822,Beaver,Utah,6710
2823,Box Elder,Utah,56046
2824,Cache,Utah,128289
2825,Carbon,Utah,20463
2826,Daggett County,Utah,950
2827,Davis County,Utah,355481
2828,Duchesne,Utah,19938
2829,Emery,Utah,10012
2830,Garfield,Utah,5051
2831,Grand County,Utah,9754
2832,Iron,Utah,54839
2833,Juab,Utah,12017
2834,Kane County,Utah,7886
2835,Millard,Utah,13188
2836,Morgan,Utah,12124
2837,Piute,Utah,1479
2838,Rich County,Utah,2483
2839,Salt Lake,Utah,1160437
2840,San Juan,Utah,15308
2841,Sanpete,Utah,30939
2842,Sevier,Utah,21620
2843,Summit,Utah,42145
2844,Tooele,Utah,72259
2845,Uintah,Utah,35734
2846,Utah County,Utah,636235
2847,Wasatch,Utah,34091
2848,Washington County,Utah,177556
2849,Wayne,Utah,2711
2850,Weber,Utah,260213
2851,Vermont,Vermont,623989
2852,Addison,Vermont,36777
2853,Bennington,Vermont,35470
2854,Caledonia,Vermont,29993
2855,Chittenden,Vermont,163774
2856,Essex,Vermont,6163
2857,Franklin,Vermont,49402
2858,Grand Isle,Vermont,7235
2859,Lamoille,Vermont,25362
2860,Orange County,Vermont,28892
2861,Orleans,Vermont,27037
2862,Rutland,Vermont,58191
2863,Washington County,Vermont,58409
2864,Windham,Vermont,42222
2865,Windsor,Vermont,55062
2866,Virginia,Virginia,8535519
2867,Accomack,Virginia,32316
2868,Albemarle,Virginia,109330
2869,Alleghany,Virginia,14860
2870,Amelia,Virginia,13145
2871,Amherst,Virginia,31605
2872,Appomattox,Virginia,15911
2873,Arlington,Virginia,236842
2874,Augusta,Virginia,75558
2875,Bath,Virginia,4147
2876,Bedford,Virginia,78997
2877,Bland County,Virginia,6280
2878,Botetourt,Virginia,33419
2879,Brunswick,Virginia,16231
2880,Buchanan,Virginia,21004
2881,Buckingham,Virginia,17148
2882,Campbell,Virginia,54885
2883,Caroline,Virginia,30725
2884,Carroll County,Virginia,29791
2885,Charles City,Virginia,6963
2886,Charlotte,Virginia,11880
2887,Chesterfield,Virginia,352802
2888,Clarke,Virginia,14619
2889,Craig County,Virginia,5131
2890,Culpeper,Virginia,52605
2891,Cumberland,Virginia,9932
2892,Dickenson County,Virginia,14318
2893,Dinwiddie,Virginia,28544
2894,Essex,Virginia,10953
2895,Fairfax,Virginia,1147532
2896,Fauquier,Virginia,71222
2897,Floyd,Virginia,15749
2898,Fluvanna,Virginia,27270
2899,Franklin,Virginia,56042
2900,Frederick,Virginia,89313
2901,Giles,Virginia,16720
2902,Gloucester,Virginia,37348
2903,Goochland,Virginia,23753
2904,Grayson,Virginia,15550
2905,Greene,Virginia,19819
2906,Greensville,Virginia,11336
2907,Halifax,Virginia,33911
2908,Hanover County,Virginia,107766
2909,Henrico,Virginia,330818
2910,Henry,Virginia,50557
2911,Highland,Virginia,2190
2912,Isle of Wight,Virginia,37109
2913,James City,Virginia,76523
2914,King and Queen,Virginia,7025
2915,King George,Virginia,26836
2916,King William,Virginia,17148
2917,Lancaster,Virginia,10603
2918,Lee,Virginia,23423
2919,Loudoun,Virginia,413538
2920,Louisa,Virginia,37591
2921,Lunenburg,Virginia,12196
2922,Madison County,Virginia,13261
2923,Mathews,Virginia,8834
2924,Mecklenburg,Virginia,30587
2925,Middlesex,Virginia,10582
2926,Montgomery,Virginia,98535
2927,Nelson,Virginia,14930
2928,Kent,Virginia,23091
2929,Northampton,Virginia,11710
2930,Northumberland,Virginia,12095
2931,Nottoway,Virginia,15232
2932,Orange County,Virginia,37051
2933,Page,Virginia,23902
2934,Patrick,Virginia,17608
2935,Pittsylvania,Virginia,60354
2936,Powhatan,Virginia,29652
2937,Prince Edward,Virginia,22802
2938,George,Virginia,38353
2939,Prince William,Virginia,470335
2940,Pulaski,Virginia,34027
2941,Rappahannock,Virginia,7370
2942,Richmond,Virginia,9023
2943,Roanoke,Virginia,94186
2944,Rockbridge,Virginia,22573
2945,Rockingham,Virginia,81948
2946,Russell,Virginia,26586
2947,Scott,Virginia,21566
2948,Shenandoah,Virginia,43616
2949,Smyth,Virginia,30104
2950,Southampton,Virginia,17631
2951,Spotsylvania,Virginia,136215
2952,Stafford,Virginia,152882
2953,Surry,Virginia,6422
2954,Sussex,Virginia,11159
2955,Tazewell,Virginia,40595
2956,Warren,Virginia,40164
2957,Washington County,Virginia,53740
2958,Westmoreland,Virginia,18015
2959,Wise,Virginia,37383
2960,Wythe,Virginia,28684
2961,York County,Virginia,68280
2962,Alexandria city,Virginia,159428
2963,Bristol city,Virginia,16762
2964,Buena Vista city,Virginia,6478
2965,Charlottesville city,Virginia,47266
2966,Chesapeake city,Virginia,244835
2967,Colonial Heights city,Virginia,17370
2968,Covington city,Virginia,5538
2969,Danville city,Virginia,40044
2970,Emporia city,Virginia,5346
2971,Fairfax city,Virginia,24019
2972,Falls Church city,Virginia,14617
2973,Franklin city,Virginia,7967
2974,Fredericksburg city,Virginia,29036
2975,Galax city,Virginia,6347
2976,Hampton city,Virginia,134510
2977,Harrisonburg city,Virginia,53016
2978,Hopewell city,Virginia,22529
2979,Lexington city,Virginia,7446
2980,Lynchburg city,Virginia,82168
2981,Manassas city,Virginia,41085
2982,Manassas Park city,Virginia,17478
2983,Martin,Virginia,12554
2984,Newport News city,Virginia,179225
2985,Norfolk city,Virginia,242742
2986,Norton city,Virginia,3981
2987,Petersburg city,Virginia,31346
2988,Poquoson city,Virginia,12271
2989,Portsmouth city,Virginia,94398
2990,Radford city,Virginia,18249
2991,Richmond city,Virginia,230436
2992,Roanoke city,Virginia,99143
2993,Salem city,Virginia,25301
2994,Staunton city,Virginia,24932
2995,Suffolk city,Virginia,92108
2996,Virginia Beach city,Virginia,449974
2997,Waynesboro city,Virginia,22630
2998,Williamsburg city,Virginia,14954
2999,Winchester city,Virginia,28078
3000,Washington,Washington,7614893
3001,Adams,Washington,19983
3002,Asotin,Washington,22582
3003,Benton,Washington,204390
3004,Chelan,Washington,77200
3005,Clallam,Washington,77331
3006,Clark County,Washington,488241
3007,Columbia,Washington,3985
3008,Cowlitz,Washington,110593
3009,Douglas,Washington,43429
3010,Ferry,Washington,7627
3011,Franklin,Washington,95222
3012,Garfield,Washington,2225
3013,Grant County,Washington,97733
3014,Grays Harbor,Washington,75061
3015,Island County,Washington,85141
3016,Jefferson,Washington,32221
3017,King County,Washington,2252782
3018,Kitsap,Washington,271473
3019,Kittitas,Washington,47935
3020,Klickitat,Washington,22425
3021,Lewis County,Washington,80707
3022,Lincoln County,Washington,10939
3023,Mason,Washington,66768
3024,Okanogan,Washington,42243
3025,Pacific,Washington,22471
3026,Pend Oreille,Washington,13724
3027,Pierce,Washington,904980
3028,San Juan,Washington,17582
3029,Skagit,Washington,129205
3030,Skamania,Washington,12083
3031,Snohomish,Washington,822083
3032,Spokane,Washington,522798
3033,Stevens,Washington,45723
3034,Thurston,Washington,290536
3035,Wahkiakum,Washington,4488
3036,Walla Walla,Washington,60760
3037,Whatcom,Washington,229247
3038,Whitman,Washington,50104
3039,Yakima,Washington,250873
3040,West Virginia,West Virginia,1792147
3041,Barbour,West Virginia,16441
3042,Berkeley,West Virginia,119171
3043,Boone,West Virginia,21457
3044,Braxton,West Virginia,13957
3045,Brooke,West Virginia,21939
3046,Cabell,West Virginia,91945
3047,Calhoun,West Virginia,7109
3048,Clay County,West Virginia,8508
3049,Doddridge County,West Virginia,8448
3050,Fayette,West Virginia,42406
3051,Gilmer,West Virginia,7823
3052,Grant County,West Virginia,11568
3053,Greenbrier,West Virginia,34662
3054,Hampshire County,West Virginia,23175
3055,Hancock,West Virginia,28810
3056,Hardy,West Virginia,13776
3057,Harrison,West Virginia,67256
3058,Jack,West Virginia,28576
3059,Jefferson,West Virginia,57146
3060,Kanawha,West Virginia,178124
3061,Lewis County,West Virginia,15907
3062,Lincoln County,West Virginia,20409
3063,Logan,West Virginia,32019
3064,McDowell,West Virginia,17624
3065,Marion,West Virginia,56072
3066,Hall,West Virginia,30531
3067,Mason,West Virginia,26516
3068,Mercer,West Virginia,58758
3069,Mineral,West Virginia,26868
3070,Mingo,West Virginia,23424
3071,Monongalia,West Virginia,105612
3072,Monroe,West Virginia,13275
3073,Morgan,West Virginia,17884
3074,Nicholas,West Virginia,24496
3075,Ohio County,West Virginia,41411
3076,Pendleton,West Virginia,6969
3077,Pleasants,West Virginia,7460
3078,Pocahontas,West Virginia,8247
3079,Preston,West Virginia,33432
3080,Putnam,West Virginia,56450
3081,Raleigh,West Virginia,73361
3082,Randolph,West Virginia,28695
3083,Ritchie,West Virginia,9554
3084,Roane,West Virginia,13688
3085,Summers,West Virginia,12573
3086,Taylor,West Virginia,16695
3087,Tucker,West Virginia,6839
3088,Tyler,West Virginia,8591
3089,Upshur,West Virginia,24176
3090,Wayne,West Virginia,39402
3091,Webster,West Virginia,8114
3092,Wetzel,West Virginia,15065
3093,Wirt,West Virginia,5821
3094,Wood County,West Virginia,83518
3095,Wyoming County,West Virginia,20394
3096,Wisconsin,Wisconsin,5822434
3097,Adams,Wisconsin,20220
3098,Ashland,Wisconsin,15562
3099,Barron,Wisconsin,45244
3100,Bayfield,Wisconsin,15036
3101,Brown,Wisconsin,264542
3102,Buffalo,Wisconsin,13031
3103,Burnett,Wisconsin,15414
3104,Calumet,Wisconsin,50089
3105,Chippewa,Wisconsin,64658
3106,Clark County,Wisconsin,34774
3107,Columbia,Wisconsin,57532
3108,Crawford,Wisconsin,16131
3109,Dane,Wisconsin,546695
3110,Dodge,Wisconsin,87839
3111,Door,Wisconsin,27668
3112,Douglas,Wisconsin,43150
3113,Dunn,Wisconsin,45368
3114,Eau Claire,Wisconsin,104646
3115,Florence,Wisconsin,4295
3116,Fond du Lac,Wisconsin,103403
3117,Forest,Wisconsin,9004
3118,Grant County,Wisconsin,51439
3119,Green County,Wisconsin,36960
3120,Green Lake,Wisconsin,18913
3121,Iowa County,Wisconsin,23678
3122,Iron,Wisconsin,5687
3123,Jack,Wisconsin,20643
3124,Jefferson,Wisconsin,84769
3125,Juneau,Wisconsin,26687
3126,Kenosha,Wisconsin,169561
3127,Kewaunee,Wisconsin,20434
3128,La Crosse,Wisconsin,118016
3129,Lafayette County,Wisconsin,16665
3130,Langlade County,Wisconsin,19189
3131,Lincoln County,Wisconsin,27593
3132,Manitowoc,Wisconsin,78981
3133,Marathon,Wisconsin,135692
3134,Marin,Wisconsin,40350
3135,Marquette,Wisconsin,15574
3136,Menominee,Wisconsin,4556
3137,Milwaukee,Wisconsin,945726
3138,Monroe,Wisconsin,46253
3139,Oconto,Wisconsin,37930
3140,Oneida,Wisconsin,35595
3141,Outagamie,Wisconsin,187885
3142,Ozaukee,Wisconsin,89221
3143,Pepin,Wisconsin,7287
3144,Pierce,Wisconsin,42754
3145,Polk,Wisconsin,43783
3146,Portage,Wisconsin,70772
3147,Price,Wisconsin,13351
3148,Racine,Wisconsin,196311
3149,Richland County,Wisconsin,17252
3150,Rock County,Wisconsin,163354
3151,Rusk,Wisconsin,14178
3152,St. Croix,Wisconsin,90687
3153,Sauk,Wisconsin,64442
3154,Sawyer,Wisconsin,16558
3155,Shawano,Wisconsin,40899
3156,Sheboygan,Wisconsin,115340
3157,Taylor,Wisconsin,20343
3158,Trempealeau,Wisconsin,29649
3159,Vernon County,Wisconsin,30822
3160,Vilas,Wisconsin,22195
3161,Walworth,Wisconsin,103868
3162,Washburn,Wisconsin,15720
3163,Washington County,Wisconsin,136034
3164,Waukesha,Wisconsin,404198
3165,Waupaca,Wisconsin,50990
3166,Waushara,Wisconsin,24443
3167,Winnebago,Wisconsin,171907
3168,Wood County,Wisconsin,72999
3169,Wyoming,Wyoming,578759
3170,Albany,Wyoming,38880
3171,Big Horn,Wyoming,11790
3172,Campbell,Wyoming,46341
3173,Carbon,Wyoming,14800
3174,Converse,Wyoming,13822
3175,Crook,Wyoming,7584
3176,Fremont,Wyoming,39261
3177,Goshen,Wyoming,13211
3178,Hot Springs,Wyoming,4413
3179,Johnson,Wyoming,8445
3180,Laramie,Wyoming,99500
3181,Lincoln County,Wyoming,19830
3182,Natrona,Wyoming,79858
3183,Niobrara,Wyoming,2356
3184,Park,Wyoming,29194
3185,Platte,Wyoming,8393
3186,Sheridan,Wyoming,30485
3187,Sublette,Wyoming,9831
3188,Sweetwater,Wyoming,42343
3189,Teton,Wyoming,23464
3190,Uinta,Wyoming,20226
3191,Washakie,Wyoming,7805
3192,Weston County,Wyoming,6927
3193,New York City,New York,8336817
